iter	RMSE
298	7.808220409
299	7.773425347
300	7.722155106
301	7.688422055
302	7.684716101
303	7.659934505
304	7.621534563
305	7.58356338
306	7.554692909
307	7.531800101
308	7.515510425
309	7.487253328
310	7.459808803
311	7.426567396
312	7.394745534
313	7.367342489
314	7.33934133
315	7.317357312
316	7.315368117
317	7.281894423
318	7.258831858
319	7.257058458
320	7.235629527
321	7.21585802
322	7.188540331
323	7.169051207
324	7.150197845
325	7.130279666
326	7.098036927
327	7.073250959
328	7.05053572
329	7.039139
330	7.032809913
331	7.015266532
332	6.993834116
333	6.962615222
334	6.933605563
335	6.911237209
336	6.889857014
337	6.862285141
338	6.829263813
339	6.803833645
340	6.781841718
341	6.752667242
342	6.721120978
343	6.699943013
344	6.687151258
345	6.660153731
346	6.639708892
347	6.618258873
348	6.614598895
349	6.590209043
350	6.573654052
351	6.555874713
352	6.531034753
353	6.519228873
354	6.504548766
355	6.486038714
356	6.461832673
357	6.438804931
358	6.408165146
359	6.391083372
360	6.375331998
361	6.353575015
362	6.326879244
363	6.306080478
364	6.284517552
365	6.26248064
366	6.260362604
367	6.245327992
368	6.235820633
369	6.221552339
370	6.199417701
371	6.178209935
372	6.176467846
373	6.145658401
374	6.117195608
375	6.084274777
376	6.082734604
377	6.065446683
378	6.041237404
379	6.022768486
380	5.999619691
381	5.987975572
382	5.968614797
383	5.940922293
384	5.932446174
385	5.910446307
386	5.875656652
387	5.860503282
388	5.841812723
389	5.83731904
390	5.814743748
391	5.79201474
392	5.775158834
393	5.759388595
394	5.74328389
395	5.735885594
396	5.709548076
397	5.708131336
398	5.679992279
399	5.667073279
400	5.648874368
401	5.642629031
402	5.626869851
403	5.606538408
404	5.591612209
405	5.589061344
406	5.56731693
407	5.55040507
408	5.534637395
409	5.517318305
410	5.501481894
411	5.488431392
412	5.470763394
413	5.456262904
414	5.435039587
415	5.426642443
416	5.413913292
417	5.381901484
418	5.360815611
419	5.34024687
420	5.330254962
421	5.321076378
422	5.293076781
423	5.271508877
424	5.260750251
425	5.247225939
426	5.229855366
427	5.213720665
428	5.187348361
429	5.165224794
430	5.139468864
431	5.13813555
432	5.136298175
433	5.114248498
434	5.097759052
435	5.085054529
436	5.070151853
437	5.050763777
438	5.035279896
439	5.011507552
440	4.983227562
441	4.971662748
442	4.951681507
443	4.936457282
444	4.932438899
445	4.910459241
446	4.900881655
447	4.8839097
448	4.869567274
449	4.848681609
450	4.825742179
451	4.816431879
452	4.794342657
453	4.770113396
454	4.751992905
455	4.734153613
456	4.732239125
457	4.719331506
458	4.698792416
459	4.697774572
460	4.67951945
461	4.663231243
462	4.64246543
463	4.641338247
464	4.623377734
465	4.607332378
466	4.591776868
467	4.577322619
468	4.562923098
469	4.541618657
470	4.526218139
471	4.518335723
472	4.504758554
473	4.496550057
474	4.484382345
475	4.472716509
476	4.456763821
477	4.446350071
478	4.430270095
479	4.408780358
480	4.403671233
481	4.376031313
482	4.354228904
483	4.334887174
484	4.320382735
485	4.30823151
486	4.299223382
487	4.276753072
488	4.262019094
489	4.254528539
490	4.241194402
491	4.233405004
492	4.215862617
493	4.206139333
494	4.205095561
495	4.184902323
496	4.161348389
497	4.143955839
498	4.133053254
499	4.118048517
